structure_id,pca1_p,pca2_p,pca3_p,pca1_m,pca2_m,pca3_m
0.00_0.00_0,1.404216753668199e-09,-0.009900369452423808,-0.008583443017698983,-1.4042167333164231e-09,-0.009900369452423806,-0.008583443017699009
0.10_-0.10_0,-0.06476476365334113,-0.011669218426372498,0.008874918810321857,0.06476476365334154,-0.011669218426372432,0.008874918810321824
0.10_-0.10_45,9.923782264639729e-05,0.01421959043017879,0.0016373078254054297,-9.923782264642006e-05,0.01421959043017882,0.0016373078254053083
0.10_0.06_45,0.03465795999360254,0.0014749092072761985,-0.0015076741838318357,-0.03465795999360265,0.001474909207276203,-0.0015076741838318778
0.10_0.10_0,0.040178724029821644,0.005875088241341314,-0.0004211094341964465,-0.040178724029821505,0.005875088241341311,-0.0004211094341963797
